player,team,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,agent,map,tourney_type,game_id,match_id,role_agent,total_round,ot,win_lose,clutches
AYRIN,GES,3,1,0,0,1,0,0,0,0,Kayo,Pearl,League Play: Week 6,119593,184484,Initiator,21,No,win,1
SkRossi,GES,4,1,1,0,0,0,0,0,0,Jett,Pearl,League Play: Week 6,119593,184484,Duelist,21,No,win,0
Monyet,GES,1,1,0,0,1,0,0,0,0,Astra,Pearl,League Play: Week 6,119593,184484,Controller,21,No,win,1
t3xture,GES,3,1,0,0,0,0,0,0,0,Killjoy,Pearl,League Play: Week 6,119593,184484,Sentinel,21,No,win,0
k1Ng,GEN,3,1,0,0,0,0,0,0,0,Viper,Pearl,League Play: Week 6,119593,184484,Controller,21,No,lose,0
TS,GEN,2,0,0,0,0,0,0,0,0,Astra,Pearl,League Play: Week 6,119593,184484,Controller,21,No,lose,0
Sylvan,GEN,4,0,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 6,119593,184484,Initiator,21,No,lose,0
GodDead,GEN,0,1,0,0,0,0,0,0,0,Kayo,Pearl,League Play: Week 6,119593,184484,Initiator,21,No,lose,0
Meteor,GEN,4,2,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 6,119593,184484,Duelist,21,No,lose,0
Bazzi,GES,2,0,0,0,0,0,0,0,0,Skye,Lotus,League Play: Week 6,119594,184484,Initiator,21,No,win,0
AYRIN,GES,2,2,0,0,0,0,0,0,0,Kayo,Lotus,League Play: Week 6,119594,184484,Initiator,21,No,win,0
SkRossi,GES,2,1,1,1,0,0,0,0,0,Jett,Lotus,League Play: Week 6,119594,184484,Duelist,21,No,win,0
Monyet,GES,5,1,0,0,1,0,0,0,0,Omen,Lotus,League Play: Week 6,119594,184484,Controller,21,No,win,1
t3xture,GES,2,0,1,0,1,0,0,0,0,Killjoy,Lotus,League Play: Week 6,119594,184484,Sentinel,21,No,win,1
k1Ng,GEN,1,1,0,0,1,0,0,0,0,Killjoy,Lotus,League Play: Week 6,119594,184484,Sentinel,21,No,lose,1
TS,GEN,4,0,0,0,0,0,0,0,0,Omen,Lotus,League Play: Week 6,119594,184484,Controller,21,No,lose,0
Sylvan,GEN,2,0,0,0,0,0,0,0,0,Fade,Lotus,League Play: Week 6,119594,184484,Initiator,21,No,lose,0
GodDead,GEN,3,1,0,0,0,0,0,0,0,Kayo,Lotus,League Play: Week 6,119594,184484,Initiator,21,No,lose,0
Meteor,GEN,5,0,0,0,0,0,0,0,0,Jett,Lotus,League Play: Week 6,119594,184484,Duelist,21,No,lose,0
xffero,RRQ,6,1,0,0,0,0,0,0,0,Sova,Haven,League Play: Week 6,119596,184485,Initiator,21,No,win,0
fl1pzjder,RRQ,1,4,0,0,1,0,0,0,0,Breach,Haven,League Play: Week 6,119596,184485,Initiator,21,No,win,1
EJAY,RRQ,4,1,0,0,0,0,0,0,0,Jett,Haven,League Play: Week 6,119596,184485,Duelist,21,No,win,0
Lmemore,RRQ,2,1,2,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 6,119596,184485,Sentinel,21,No,win,0
2ge,RRQ,2,1,0,0,0,0,0,0,0,Astra,Haven,League Play: Week 6,119596,184485,Controller,21,No,win,0
stax,DRX,2,0,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 6,119596,184485,Initiator,21,No,lose,0
Rb,DRX,2,0,0,0,0,0,0,0,0,Sova,Haven,League Play: Week 6,119596,184485,Initiator,21,No,lose,0
BuZz,DRX,0,1,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 6,119596,184485,Sentinel,21,No,lose,0
MaKo,DRX,2,2,1,0,1,0,0,0,0,Omen,Haven,League Play: Week 6,119596,184485,Controller,21,No,lose,1
Foxy9,DRX,5,1,0,0,0,0,0,0,0,Jett,Haven,League Play: Week 6,119596,184485,Duelist,21,No,lose,0
xffero,RRQ,0,0,1,0,1,0,0,0,0,Astra,Split,League Play: Week 6,119597,184485,Controller,23,No,lose,1
fl1pzjder,RRQ,3,0,0,0,0,0,0,0,0,Breach,Split,League Play: Week 6,119597,184485,Initiator,23,No,lose,0
EJAY,RRQ,3,0,0,0,0,0,0,0,0,Raze,Split,League Play: Week 6,119597,184485,Duelist,23,No,lose,0
Lmemore,RRQ,2,0,0,0,0,0,0,0,0,Cypher,Split,League Play: Week 6,119597,184485,Sentinel,23,No,lose,0
Emman,RRQ,5,1,0,0,1,1,0,0,0,Skye,Split,League Play: Week 6,119597,184485,Initiator,23,No,lose,2
stax,DRX,2,0,0,0,0,0,0,0,0,Skye,Split,League Play: Week 6,119597,184485,Initiator,23,No,win,0
Rb,DRX,5,0,0,0,0,1,0,0,0,Astra,Split,League Play: Week 6,119597,184485,Controller,23,No,win,1
BuZz,DRX,8,1,1,0,0,0,0,0,0,Raze,Split,League Play: Week 6,119597,184485,Duelist,23,No,win,0
MaKo,DRX,5,0,0,0,0,0,0,0,0,Viper,Split,League Play: Week 6,119597,184485,Controller,23,No,win,0
Foxy9,DRX,1,1,0,0,0,0,0,0,0,Jett,Split,League Play: Week 6,119597,184485,Duelist,23,No,win,0
xffero,RRQ,1,0,0,0,0,0,0,0,0,Astra,Pearl,League Play: Week 6,119598,184485,Controller,15,No,lose,0
fl1pzjder,RRQ,1,0,0,0,0,0,1,0,0,Skye,Pearl,League Play: Week 6,119598,184485,Initiator,15,No,lose,2
EJAY,RRQ,1,0,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 6,119598,184485,Duelist,15,No,lose,0
Lmemore,RRQ,1,2,0,0,0,0,0,0,0,Killjoy,Pearl,League Play: Week 6,119598,184485,Sentinel,15,No,lose,0
2ge,RRQ,0,0,0,0,0,0,0,0,0,Harbor,Pearl,League Play: Week 6,119598,184485,Controller,15,No,lose,0
stax,DRX,5,0,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 6,119598,184485,Initiator,15,No,win,0
Rb,DRX,1,0,0,0,0,0,0,0,0,Harbor,Pearl,League Play: Week 6,119598,184485,Controller,15,No,win,0
BuZz,DRX,3,1,0,0,0,0,0,0,0,Killjoy,Pearl,League Play: Week 6,119598,184485,Sentinel,15,No,win,0
MaKo,DRX,2,0,0,0,0,0,0,0,0,Viper,Pearl,League Play: Week 6,119598,184485,Controller,15,No,win,0
Foxy9,DRX,5,2,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 6,119598,184485,Duelist,15,No,win,0
Patt,TLN,2,2,0,0,1,0,0,0,0,Harbor,Pearl,League Play: Week 6,119599,184486,Controller,24,Yes,win,1
Crws,TLN,2,3,0,0,0,1,0,0,0,Viper,Pearl,League Play: Week 6,119599,184486,Controller,24,Yes,win,1
foxz,TLN,1,0,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 6,119599,184486,Initiator,24,Yes,win,0
JitBoyS,TLN,2,1,1,0,0,0,1,0,0,Killjoy,Pearl,League Play: Week 6,119599,184486,Sentinel,24,Yes,win,2
garnetS,TLN,3,0,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 6,119599,184486,Duelist,24,Yes,win,0
Jinggg,PRX,5,0,0,0,0,0,0,0,0,Phoenix,Pearl,League Play: Week 6,119599,184486,Duelist,24,Yes,lose,0
mindfreak,PRX,4,2,0,0,0,0,0,0,0,Astra,Pearl,League Play: Week 6,119599,184486,Controller,24,Yes,lose,0
f0rsakeN,PRX,5,1,0,0,0,0,0,0,0,Killjoy,Pearl,League Play: Week 6,119599,184486,Sentinel,24,Yes,lose,0
d4v41,PRX,0,0,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 6,119599,184486,Initiator,24,Yes,lose,0
something,PRX,4,1,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 6,119599,184486,Duelist,24,Yes,lose,0
Patt,TLN,2,0,0,0,0,0,0,0,0,Kayo,Split,League Play: Week 6,119600,184486,Initiator,17,No,lose,0
Crws,TLN,0,0,0,0,0,0,0,0,0,Viper,Split,League Play: Week 6,119600,184486,Controller,17,No,lose,0
foxz,TLN,3,0,0,0,0,0,0,0,0,Skye,Split,League Play: Week 6,119600,184486,Initiator,17,No,lose,0
JitBoyS,TLN,4,0,0,0,0,0,0,0,0,Astra,Split,League Play: Week 6,119600,184486,Controller,17,No,lose,0
garnetS,TLN,3,1,0,0,0,0,0,0,0,Raze,Split,League Play: Week 6,119600,184486,Duelist,17,No,lose,0
Jinggg,PRX,3,1,0,0,0,0,0,0,0,Raze,Split,League Play: Week 6,119600,184486,Duelist,17,No,win,0
mindfreak,PRX,1,0,0,0,0,0,0,0,0,Astra,Split,League Play: Week 6,119600,184486,Controller,17,No,win,0
f0rsakeN,PRX,1,2,0,0,1,0,0,0,0,Skye,Split,League Play: Week 6,119600,184486,Initiator,17,No,win,1
d4v41,PRX,3,0,1,0,0,0,0,0,0,Viper,Split,League Play: Week 6,119600,184486,Controller,17,No,win,0
something,PRX,2,2,0,0,1,0,0,0,0,Jett,Split,League Play: Week 6,119600,184486,Duelist,17,No,win,1
Patt,TLN,0,1,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 6,119601,184486,Initiator,23,No,lose,0
Crws,TLN,3,1,0,0,1,0,0,0,0,Brimstone,Fracture,League Play: Week 6,119601,184486,Controller,23,No,lose,1
foxz,TLN,4,1,1,0,0,0,0,0,0,Skye,Fracture,League Play: Week 6,119601,184486,Initiator,23,No,lose,0
JitBoyS,TLN,3,1,0,0,0,0,0,0,0,Cypher,Fracture,League Play: Week 6,119601,184486,Sentinel,23,No,lose,0
garnetS,TLN,2,0,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 6,119601,184486,Duelist,23,No,lose,0
Jinggg,PRX,3,1,1,0,0,0,0,0,0,Raze,Fracture,League Play: Week 6,119601,184486,Duelist,23,No,win,0
mindfreak,PRX,3,0,0,0,1,0,0,0,0,Brimstone,Fracture,League Play: Week 6,119601,184486,Controller,23,No,win,1
f0rsakeN,PRX,3,3,0,0,0,0,0,0,0,Neon,Fracture,League Play: Week 6,119601,184486,Duelist,23,No,win,0
d4v41,PRX,3,2,0,0,0,1,0,0,0,Killjoy,Fracture,League Play: Week 6,119601,184486,Sentinel,23,No,win,1
something,PRX,2,1,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 6,119601,184486,Initiator,23,No,win,0
Patt,TLN,1,0,1,0,0,0,0,0,0,Breach,Fracture,League Play: Week 7,119602,184488,Initiator,21,No,win,0
Crws,TLN,8,0,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 7,119602,184488,Controller,21,No,win,0
foxz,TLN,1,0,0,0,0,0,0,0,0,Skye,Fracture,League Play: Week 7,119602,184488,Initiator,21,No,win,0
JitBoyS,TLN,5,1,0,0,0,0,0,0,0,Cypher,Fracture,League Play: Week 7,119602,184488,Sentinel,21,No,win,0
garnetS,TLN,3,0,1,0,0,0,0,0,0,Raze,Fracture,League Play: Week 7,119602,184488,Duelist,21,No,win,0
k1Ng,GEN,2,0,0,0,0,1,0,0,0,Viper,Fracture,League Play: Week 7,119602,184488,Controller,21,No,lose,1
TS,GEN,0,1,0,0,0,0,0,0,0,Omen,Fracture,League Play: Week 7,119602,184488,Controller,21,No,lose,0
eKo,GEN,2,0,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 7,119602,184488,Initiator,21,No,lose,0
GodDead,GEN,1,1,1,0,1,0,0,0,0,Kayo,Fracture,League Play: Week 7,119602,184488,Initiator,21,No,lose,1
Meteor,GEN,2,0,1,0,0,0,0,0,0,Raze,Fracture,League Play: Week 7,119602,184488,Duelist,21,No,lose,0
Patt,TLN,2,0,0,0,0,0,0,0,0,Breach,Lotus,League Play: Week 7,119603,184488,Initiator,20,No,win,0
Crws,TLN,3,2,0,0,1,0,0,0,0,Omen,Lotus,League Play: Week 7,119603,184488,Controller,20,No,win,1
foxz,TLN,5,0,0,0,0,0,0,0,0,Sova,Lotus,League Play: Week 7,119603,184488,Initiator,20,No,win,0
JitBoyS,TLN,1,1,0,0,1,0,0,0,0,Killjoy,Lotus,League Play: Week 7,119603,184488,Sentinel,20,No,win,1
garnetS,TLN,1,3,0,0,0,0,0,0,0,Raze,Lotus,League Play: Week 7,119603,184488,Duelist,20,No,win,0
k1Ng,GEN,5,1,0,0,0,0,0,0,0,Killjoy,Lotus,League Play: Week 7,119603,184488,Sentinel,20,No,lose,0
TS,GEN,3,1,0,0,0,0,0,0,0,Omen,Lotus,League Play: Week 7,119603,184488,Controller,20,No,lose,0
Sylvan,GEN,2,0,0,0,0,1,0,0,0,Fade,Lotus,League Play: Week 7,119603,184488,Initiator,20,No,lose,1
GodDead,GEN,1,0,0,0,0,0,0,0,0,Kayo,Lotus,League Play: Week 7,119603,184488,Initiator,20,No,lose,0
Meteor,GEN,3,0,0,1,0,0,0,0,0,Jett,Lotus,League Play: Week 7,119603,184488,Duelist,20,No,lose,0
Dep,ZETA,6,0,0,0,1,0,0,0,0,Raze,Split,League Play: Week 7,119605,184489,Duelist,19,No,lose,1
Laz,ZETA,0,0,0,1,0,0,0,0,0,Skye,Split,League Play: Week 7,119605,184489,Initiator,19,No,lose,0
crow,ZETA,1,0,0,0,0,0,0,0,0,Kayo,Split,League Play: Week 7,119605,184489,Initiator,19,No,lose,0
TENNN,ZETA,1,0,1,0,1,0,0,0,0,Viper,Split,League Play: Week 7,119605,184489,Controller,19,No,lose,1
SugarZ3ro,ZETA,4,0,0,0,0,0,0,0,0,Astra,Split,League Play: Week 7,119605,184489,Controller,19,No,lose,0
Jinggg,PRX,1,1,0,0,0,0,0,0,0,Raze,Split,League Play: Week 7,119605,184489,Duelist,19,No,win,0
mindfreak,PRX,2,0,1,0,0,0,0,0,0,Astra,Split,League Play: Week 7,119605,184489,Controller,19,No,win,0
f0rsakeN,PRX,4,2,1,0,0,0,0,0,0,Skye,Split,League Play: Week 7,119605,184489,Initiator,19,No,win,0
d4v41,PRX,2,0,0,0,0,0,0,0,0,Viper,Split,League Play: Week 7,119605,184489,Controller,19,No,win,0
something,PRX,2,1,0,0,2,0,0,0,0,Jett,Split,League Play: Week 7,119605,184489,Duelist,19,No,win,2
Dep,ZETA,1,2,0,0,0,1,0,0,0,Jett,Ascent,League Play: Week 7,119606,184489,Duelist,23,No,lose,1
Laz,ZETA,4,0,0,0,2,0,0,0,0,Sova,Ascent,League Play: Week 7,119606,184489,Initiator,23,No,lose,2
crow,ZETA,1,3,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 7,119606,184489,Initiator,23,No,lose,0
TENNN,ZETA,1,0,0,0,0,1,0,0,0,Killjoy,Ascent,League Play: Week 7,119606,184489,Sentinel,23,No,lose,1
SugarZ3ro,ZETA,1,1,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 7,119606,184489,Controller,23,No,lose,0
Jinggg,PRX,1,0,0,0,0,0,0,0,0,Sage,Ascent,League Play: Week 7,119606,184489,Sentinel,23,No,win,0
mindfreak,PRX,2,0,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 7,119606,184489,Controller,23,No,win,0
f0rsakeN,PRX,3,2,0,0,0,0,0,0,0,Fade,Ascent,League Play: Week 7,119606,184489,Initiator,23,No,win,0
d4v41,PRX,2,2,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 7,119606,184489,Initiator,23,No,win,0
something,PRX,7,1,0,0,0,1,0,0,0,Jett,Ascent,League Play: Week 7,119606,184489,Duelist,23,No,win,1
xffero,RRQ,2,2,0,0,1,0,1,0,0,Brimstone,Fracture,League Play: Week 7,119608,184490,Controller,23,No,win,3
fl1pzjder,RRQ,1,0,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 7,119608,184490,Initiator,23,No,win,0
EJAY,RRQ,3,1,0,1,0,0,0,0,0,Raze,Fracture,League Play: Week 7,119608,184490,Duelist,23,No,win,0
Lmemore,RRQ,3,3,0,0,1,0,0,0,0,Killjoy,Fracture,League Play: Week 7,119608,184490,Sentinel,23,No,win,1
Emman,RRQ,2,1,0,0,0,1,0,0,0,Skye,Fracture,League Play: Week 7,119608,184490,Initiator,23,No,win,1
Bazzi,GES,4,0,1,0,0,1,0,0,0,Breach,Fracture,League Play: Week 7,119608,184490,Initiator,23,No,lose,1
AYRIN,GES,4,0,0,0,1,1,0,0,0,Brimstone,Fracture,League Play: Week 7,119608,184490,Controller,23,No,lose,2
SkRossi,GES,1,1,0,0,0,0,0,0,0,Jett,Fracture,League Play: Week 7,119608,184490,Duelist,23,No,lose,0
Monyet,GES,6,3,0,0,0,1,0,0,0,Raze,Fracture,League Play: Week 7,119608,184490,Duelist,23,No,lose,1
t3xture,GES,1,0,0,0,0,0,0,0,0,Killjoy,Fracture,League Play: Week 7,119608,184490,Sentinel,23,No,lose,0
xffero,RRQ,2,2,0,0,0,0,0,0,0,Astra,Pearl,League Play: Week 7,119609,184490,Controller,24,Yes,win,0
fl1pzjder,RRQ,5,1,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 7,119609,184490,Initiator,24,Yes,win,0
EJAY,RRQ,3,1,0,0,1,0,0,0,0,Jett,Pearl,League Play: Week 7,119609,184490,Duelist,24,Yes,win,1
Lmemore,RRQ,4,2,1,0,1,0,0,0,0,Killjoy,Pearl,League Play: Week 7,119609,184490,Sentinel,24,Yes,win,1
2ge,RRQ,4,1,0,0,0,1,0,0,0,Harbor,Pearl,League Play: Week 7,119609,184490,Controller,24,Yes,win,1
Bazzi,GES,0,2,0,0,0,0,0,0,0,Fade,Pearl,League Play: Week 7,119609,184490,Initiator,24,Yes,lose,0
AYRIN,GES,4,0,0,0,1,0,0,0,0,Kayo,Pearl,League Play: Week 7,119609,184490,Initiator,24,Yes,lose,1
SkRossi,GES,4,1,0,0,1,1,0,0,0,Jett,Pearl,League Play: Week 7,119609,184490,Duelist,24,Yes,lose,2
Monyet,GES,1,1,0,0,0,0,0,0,0,Astra,Pearl,League Play: Week 7,119609,184490,Controller,24,Yes,lose,0
t3xture,GES,5,2,1,0,0,0,1,0,0,Killjoy,Pearl,League Play: Week 7,119609,184490,Sentinel,24,Yes,lose,2
BORKUM,TS,2,0,0,0,0,0,0,0,0,Omen,Lotus,League Play: Week 7,119611,184491,Controller,17,No,lose,0
JessieVash,TS,1,0,0,0,0,0,0,0,0,Sova,Lotus,League Play: Week 7,119611,184491,Initiator,17,No,lose,0
DubsteP,TS,1,0,0,0,0,0,0,0,0,Jett,Lotus,League Play: Week 7,119611,184491,Duelist,17,No,lose,0
Jremy,TS,1,1,1,0,0,0,0,0,0,Killjoy,Lotus,League Play: Week 7,119611,184491,Sentinel,17,No,lose,0
invy,TS,2,1,0,0,0,0,0,0,0,Breach,Lotus,League Play: Week 7,119611,184491,Initiator,17,No,lose,0
xeta,T1,3,0,0,0,0,0,0,0,0,Harbor,Lotus,League Play: Week 7,119611,184491,Controller,17,No,win,0
Munchkin,T1,3,1,0,0,0,0,0,0,0,Killjoy,Lotus,League Play: Week 7,119611,184491,Sentinel,17,No,win,0
Sayaplayer,T1,2,2,0,0,2,0,0,0,0,Jett,Lotus,League Play: Week 7,119611,184491,Duelist,17,No,win,2
ban,T1,3,1,0,0,1,0,0,0,0,Viper,Lotus,League Play: Week 7,119611,184491,Controller,17,No,win,1
Carpe,T1,4,1,0,0,1,0,0,0,0,Skye,Lotus,League Play: Week 7,119611,184491,Initiator,17,No,win,1
BORKUM,TS,1,0,0,0,1,0,0,0,0,Viper,Bind,League Play: Week 7,119612,184491,Controller,21,No,lose,1
JessieVash,TS,1,0,0,0,0,1,0,0,0,Harbor,Bind,League Play: Week 7,119612,184491,Controller,21,No,lose,1
DubsteP,TS,2,2,0,0,1,0,0,0,0,Sage,Bind,League Play: Week 7,119612,184491,Sentinel,21,No,lose,1
Jremy,TS,3,0,0,0,0,0,0,0,0,Raze,Bind,League Play: Week 7,119612,184491,Duelist,21,No,lose,0
invy,TS,2,0,0,0,0,0,0,0,0,Skye,Bind,League Play: Week 7,119612,184491,Initiator,21,No,lose,0
xeta,T1,5,1,0,0,0,0,0,0,0,Viper,Bind,League Play: Week 7,119612,184491,Controller,21,No,win,0
iNTRO,T1,2,0,0,0,0,0,0,0,0,Harbor,Bind,League Play: Week 7,119612,184491,Controller,21,No,win,0
Munchkin,T1,2,1,0,0,0,0,0,0,0,Skye,Bind,League Play: Week 7,119612,184491,Initiator,21,No,win,0
Sayaplayer,T1,5,2,0,0,0,0,0,0,0,Raze,Bind,League Play: Week 7,119612,184491,Duelist,21,No,win,0
Carpe,T1,2,0,0,0,0,0,0,0,0,Gekko,Bind,League Play: Week 7,119612,184491,Initiator,21,No,win,0
stax,DRX,3,1,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 7,119614,184492,Initiator,21,No,win,0
Rb,DRX,2,0,0,0,0,1,0,0,0,Fade,Fracture,League Play: Week 7,119614,184492,Initiator,21,No,win,1
BuZz,DRX,3,1,1,0,1,0,0,0,0,Killjoy,Fracture,League Play: Week 7,119614,184492,Sentinel,21,No,win,1
MaKo,DRX,3,1,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 7,119614,184492,Controller,21,No,win,0
Foxy9,DRX,2,1,1,0,0,0,0,0,0,Raze,Fracture,League Play: Week 7,119614,184492,Duelist,21,No,win,0
takej,DFM,1,3,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 7,119614,184492,Controller,21,No,lose,0
Reita,DFM,2,0,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 7,119614,184492,Initiator,21,No,lose,0
Anthem,DFM,3,0,0,0,0,0,0,0,0,Killjoy,Fracture,League Play: Week 7,119614,184492,Sentinel,21,No,lose,0
xnfri,DFM,2,0,0,0,0,0,0,0,0,Skye,Fracture,League Play: Week 7,119614,184492,Initiator,21,No,lose,0
Seoldam,DFM,6,2,0,0,0,0,0,0,0,Jett,Fracture,League Play: Week 7,119614,184492,Duelist,21,No,lose,0
stax,DRX,1,1,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 7,119615,184492,Initiator,17,No,win,0
Rb,DRX,3,0,1,0,0,0,0,0,0,Sova,Ascent,League Play: Week 7,119615,184492,Initiator,17,No,win,0
BuZz,DRX,2,2,1,0,1,0,0,0,0,Killjoy,Ascent,League Play: Week 7,119615,184492,Sentinel,17,No,win,1
MaKo,DRX,4,1,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 7,119615,184492,Controller,17,No,win,0
Foxy9,DRX,5,0,0,0,0,0,0,0,0,Jett,Ascent,League Play: Week 7,119615,184492,Duelist,17,No,win,0
takej,DFM,1,0,0,0,1,0,0,0,0,Omen,Ascent,League Play: Week 7,119615,184492,Controller,17,No,lose,1
Reita,DFM,0,1,0,0,0,0,0,0,0,Sova,Ascent,League Play: Week 7,119615,184492,Initiator,17,No,lose,0
Anthem,DFM,1,1,1,0,0,0,0,0,0,Killjoy,Ascent,League Play: Week 7,119615,184492,Sentinel,17,No,lose,0
xnfri,DFM,2,1,0,0,1,0,0,0,0,Kayo,Ascent,League Play: Week 7,119615,184492,Initiator,17,No,lose,1
Seoldam,DFM,3,0,0,0,0,0,0,0,0,Jett,Ascent,League Play: Week 7,119615,184492,Duelist,17,No,lose,0
Jinggg,PRX,3,3,0,0,0,0,0,0,0,Raze,Split,League Play: Week 8,119617,184493,Duelist,20,No,win,0
mindfreak,PRX,2,0,0,0,0,0,0,0,0,Astra,Split,League Play: Week 8,119617,184493,Controller,20,No,win,0
f0rsakeN,PRX,2,0,0,0,0,1,0,0,0,Skye,Split,League Play: Week 8,119617,184493,Initiator,20,No,win,1
d4v41,PRX,2,0,0,0,0,0,0,0,0,Viper,Split,League Play: Week 8,119617,184493,Controller,20,No,win,0
something,PRX,2,0,1,0,0,1,0,0,0,Jett,Split,League Play: Week 8,119617,184493,Duelist,20,No,win,1
k1Ng,GEN,0,0,0,0,0,0,0,0,0,Viper,Split,League Play: Week 8,119617,184493,Controller,20,No,lose,0
TS,GEN,2,1,0,0,0,0,0,0,0,Astra,Split,League Play: Week 8,119617,184493,Controller,20,No,lose,0
Sylvan,GEN,1,0,0,0,0,0,0,0,0,Skye,Split,League Play: Week 8,119617,184493,Initiator,20,No,lose,0
GodDead,GEN,6,1,0,0,0,0,0,0,0,Sage,Split,League Play: Week 8,119617,184493,Sentinel,20,No,lose,0
Meteor,GEN,2,1,0,0,0,0,0,0,0,Raze,Split,League Play: Week 8,119617,184493,Duelist,20,No,lose,0
Jinggg,PRX,3,1,0,0,0,1,0,0,0,Sage,Ascent,League Play: Week 8,119618,184493,Sentinel,15,No,win,1
mindfreak,PRX,2,0,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 8,119618,184493,Controller,15,No,win,0
f0rsakeN,PRX,2,1,1,0,0,0,0,0,0,Fade,Ascent,League Play: Week 8,119618,184493,Initiator,15,No,win,0
d4v41,PRX,6,1,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 8,119618,184493,Initiator,15,No,win,0
something,PRX,1,1,0,0,0,0,0,0,0,Jett,Ascent,League Play: Week 8,119618,184493,Duelist,15,No,win,0
k1Ng,GEN,0,1,0,0,0,0,0,0,0,Killjoy,Ascent,League Play: Week 8,119618,184493,Sentinel,15,No,lose,0
TS,GEN,2,0,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 8,119618,184493,Controller,15,No,lose,0
eKo,GEN,0,0,0,0,0,0,0,0,0,Sova,Ascent,League Play: Week 8,119618,184493,Initiator,15,No,lose,0
GodDead,GEN,0,1,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 8,119618,184493,Initiator,15,No,lose,0
Meteor,GEN,2,0,0,0,0,0,0,0,0,Jett,Ascent,League Play: Week 8,119618,184493,Duelist,15,No,lose,0
Dep,ZETA,4,1,1,0,0,0,0,0,0,Raze,Fracture,League Play: Week 8,119620,184494,Duelist,24,Yes,lose,0
Laz,ZETA,2,2,2,0,0,0,0,0,0,Fade,Fracture,League Play: Week 8,119620,184494,Initiator,24,Yes,lose,0
crow,ZETA,1,0,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 8,119620,184494,Initiator,24,Yes,lose,0
TENNN,ZETA,1,2,0,0,1,0,0,0,0,Killjoy,Fracture,League Play: Week 8,119620,184494,Sentinel,24,Yes,lose,1
SugarZ3ro,ZETA,1,0,0,1,0,0,0,0,0,Brimstone,Fracture,League Play: Week 8,119620,184494,Controller,24,Yes,lose,0
xeta,T1,5,0,0,0,0,1,0,0,0,Breach,Fracture,League Play: Week 8,119620,184494,Initiator,24,Yes,win,1
Munchkin,T1,4,1,1,0,1,0,0,0,0,Killjoy,Fracture,League Play: Week 8,119620,184494,Sentinel,24,Yes,win,1
Sayaplayer,T1,4,0,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 8,119620,184494,Duelist,24,Yes,win,0
ban,T1,2,1,1,1,0,0,0,0,0,Jett,Fracture,League Play: Week 8,119620,184494,Duelist,24,Yes,win,0
Carpe,T1,0,0,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 8,119620,184494,Controller,24,Yes,win,0
Dep,ZETA,4,3,1,0,0,0,0,0,0,Raze,Lotus,League Play: Week 8,119621,184494,Duelist,23,No,win,0
Laz,ZETA,1,1,0,0,0,0,0,0,0,Skye,Lotus,League Play: Week 8,119621,184494,Initiator,23,No,win,0
crow,ZETA,3,0,0,0,1,1,0,0,0,Killjoy,Lotus,League Play: Week 8,119621,184494,Sentinel,23,No,win,2
TENNN,ZETA,3,1,0,0,0,1,0,0,0,Viper,Lotus,League Play: Week 8,119621,184494,Controller,23,No,win,1
SugarZ3ro,ZETA,3,1,0,0,0,0,0,0,0,Omen,Lotus,League Play: Week 8,119621,184494,Controller,23,No,win,0
xeta,T1,2,0,0,0,0,0,0,0,0,Harbor,Lotus,League Play: Week 8,119621,184494,Controller,23,No,lose,0
