player,opponent,team,opponent_team,kill,death,tourney_type,match_id,map,game_id,total_round,ot,win_lose,agent,role_agent
SugarZ3ro,JitBoyS,ZETA,TLN,2.0,2.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,lose,Omen,Controller
Laz,JitBoyS,ZETA,TLN,4.0,5.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,lose,Sova,Initiator
Dep,JitBoyS,ZETA,TLN,2.0,4.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,lose,Jett,Duelist
TENNN,JitBoyS,ZETA,TLN,4.0,1.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,lose,Killjoy,Sentinel
crow,JitBoyS,ZETA,TLN,4.0,5.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,lose,Breach,Initiator
foxz,SugarZ3ro,TLN,ZETA,1.0,4.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Skye,Initiator
Crws,SugarZ3ro,TLN,ZETA,7.0,1.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Omen,Controller
Sushiboys,SugarZ3ro,TLN,ZETA,4.0,2.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Killjoy,Sentinel
Patt,SugarZ3ro,TLN,ZETA,4.0,4.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Raze,Duelist
JitBoyS,SugarZ3ro,TLN,ZETA,2.0,2.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Breach,Initiator
foxz,Laz,TLN,ZETA,4.0,2.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Skye,Initiator
Crws,Laz,TLN,ZETA,2.0,3.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Omen,Controller
Sushiboys,Laz,TLN,ZETA,2.0,3.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Killjoy,Sentinel
JitBoyS,Laz,TLN,ZETA,5.0,4.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Breach,Initiator
foxz,Dep,TLN,ZETA,3.0,4.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Skye,Initiator
Crws,Dep,TLN,ZETA,3.0,4.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Omen,Controller
Sushiboys,Dep,TLN,ZETA,6.0,3.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Killjoy,Sentinel
Patt,Dep,TLN,ZETA,6.0,3.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Raze,Duelist
JitBoyS,Dep,TLN,ZETA,4.0,2.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Breach,Initiator
foxz,TENNN,TLN,ZETA,3.0,1.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Skye,Initiator
Crws,TENNN,TLN,ZETA,3.0,4.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Omen,Controller
Sushiboys,TENNN,TLN,ZETA,2.0,1.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Killjoy,Sentinel
Patt,TENNN,TLN,ZETA,4.0,4.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Raze,Duelist
JitBoyS,TENNN,TLN,ZETA,1.0,4.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Breach,Initiator
foxz,crow,TLN,ZETA,6.0,3.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Skye,Initiator
Crws,crow,TLN,ZETA,1.0,4.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Omen,Controller
Sushiboys,crow,TLN,ZETA,1.0,3.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Killjoy,Sentinel
Patt,crow,TLN,ZETA,1.0,2.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Raze,Duelist
JitBoyS,crow,TLN,ZETA,5.0,4.0,League Play: Week 5,184481.0,Haven,119584.0,21.0,No,win,Breach,Initiator
SugarZ3ro,foxz,ZETA,TLN,3.0,3.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,lose,Omen,Controller
Laz,foxz,ZETA,TLN,7.0,1.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,lose,Sova,Initiator
TENNN,foxz,ZETA,TLN,1.0,4.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,lose,Killjoy,Sentinel
crow,foxz,ZETA,TLN,4.0,7.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,lose,Kayo,Initiator
SugarZ3ro,Crws,ZETA,TLN,6.0,3.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,lose,Omen,Controller
Laz,Crws,ZETA,TLN,4.0,2.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,lose,Sova,Initiator
TENNN,Crws,ZETA,TLN,2.0,4.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,lose,Killjoy,Sentinel
crow,Crws,ZETA,TLN,5.0,4.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,lose,Kayo,Initiator
SugarZ3ro,Patt,ZETA,TLN,4.0,8.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,lose,Omen,Controller
Laz,Patt,ZETA,TLN,10.0,2.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,lose,Sova,Initiator
TENNN,Patt,ZETA,TLN,6.0,5.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,lose,Killjoy,Sentinel
crow,Patt,ZETA,TLN,4.0,4.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,lose,Kayo,Initiator
Laz,JitBoyS,ZETA,TLN,5.0,5.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,lose,Sova,Initiator
TENNN,JitBoyS,ZETA,TLN,3.0,4.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,lose,Killjoy,Sentinel
crow,JitBoyS,ZETA,TLN,1.0,10.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,lose,Kayo,Initiator
foxz,SugarZ3ro,TLN,ZETA,3.0,3.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,win,Sova,Initiator
Crws,SugarZ3ro,TLN,ZETA,3.0,6.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,win,Omen,Controller
Patt,SugarZ3ro,TLN,ZETA,8.0,4.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,win,Kayo,Initiator
foxz,Laz,TLN,ZETA,1.0,7.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,win,Sova,Initiator
Crws,Laz,TLN,ZETA,2.0,4.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,win,Omen,Controller
Patt,Laz,TLN,ZETA,2.0,10.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,win,Kayo,Initiator
JitBoyS,Laz,TLN,ZETA,5.0,5.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,win,Cypher,Sentinel
foxz,TENNN,TLN,ZETA,4.0,1.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,win,Sova,Initiator
Crws,TENNN,TLN,ZETA,4.0,2.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,win,Omen,Controller
Patt,TENNN,TLN,ZETA,5.0,6.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,win,Kayo,Initiator
JitBoyS,TENNN,TLN,ZETA,4.0,3.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,win,Cypher,Sentinel
foxz,crow,TLN,ZETA,7.0,4.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,win,Sova,Initiator
Crws,crow,TLN,ZETA,4.0,5.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,win,Omen,Controller
Patt,crow,TLN,ZETA,4.0,4.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,win,Kayo,Initiator
JitBoyS,crow,TLN,ZETA,10.0,1.0,League Play: Week 5,184481.0,Ascent,119585.0,30.0,Yes,win,Cypher,Sentinel
Sayaplayer,Suggest,T1,DFM,5.0,3.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Jett,Duelist
Munchkin,Suggest,T1,DFM,3.0,3.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Killjoy,Sentinel
xeta,Suggest,T1,DFM,1.0,5.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Harbor,Controller
ban,Suggest,T1,DFM,6.0,5.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Viper,Controller
Carpe,Suggest,T1,DFM,1.0,1.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Skye,Initiator
Munchkin,Seoldam,T1,DFM,4.0,1.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Killjoy,Sentinel
xeta,Seoldam,T1,DFM,4.0,3.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Harbor,Controller
ban,Seoldam,T1,DFM,2.0,5.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Viper,Controller
Carpe,Seoldam,T1,DFM,3.0,4.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Skye,Initiator
Munchkin,Anthem,T1,DFM,2.0,1.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Killjoy,Sentinel
xeta,Anthem,T1,DFM,7.0,3.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Harbor,Controller
ban,Anthem,T1,DFM,2.0,3.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Viper,Controller
Carpe,Anthem,T1,DFM,3.0,3.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Skye,Initiator
Sayaplayer,takej,T1,DFM,3.0,5.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Jett,Duelist
Munchkin,takej,T1,DFM,3.0,2.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Killjoy,Sentinel
xeta,takej,T1,DFM,5.0,3.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Harbor,Controller
ban,takej,T1,DFM,3.0,2.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Viper,Controller
Carpe,takej,T1,DFM,2.0,2.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Skye,Initiator
Sayaplayer,xnfri,T1,DFM,2.0,2.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Jett,Duelist
Munchkin,xnfri,T1,DFM,6.0,2.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Killjoy,Sentinel
xeta,xnfri,T1,DFM,3.0,5.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Harbor,Controller
ban,xnfri,T1,DFM,5.0,1.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Viper,Controller
Carpe,xnfri,T1,DFM,2.0,4.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,win,Skye,Initiator
Suggest,Sayaplayer,DFM,T1,3.0,5.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Killjoy,Sentinel
takej,Sayaplayer,DFM,T1,5.0,3.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Viper,Controller
xnfri,Sayaplayer,DFM,T1,2.0,2.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Omen,Controller
Suggest,Munchkin,DFM,T1,3.0,3.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Killjoy,Sentinel
Seoldam,Munchkin,DFM,T1,1.0,4.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Jett,Duelist
Anthem,Munchkin,DFM,T1,1.0,2.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Skye,Initiator
takej,Munchkin,DFM,T1,2.0,3.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Viper,Controller
xnfri,Munchkin,DFM,T1,2.0,6.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Omen,Controller
Suggest,xeta,DFM,T1,5.0,1.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Killjoy,Sentinel
Seoldam,xeta,DFM,T1,3.0,4.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Jett,Duelist
Anthem,xeta,DFM,T1,3.0,7.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Skye,Initiator
takej,xeta,DFM,T1,3.0,5.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Viper,Controller
xnfri,xeta,DFM,T1,5.0,3.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Omen,Controller
Suggest,ban,DFM,T1,5.0,6.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Killjoy,Sentinel
Seoldam,ban,DFM,T1,5.0,2.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Jett,Duelist
Anthem,ban,DFM,T1,3.0,2.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Skye,Initiator
takej,ban,DFM,T1,2.0,3.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Viper,Controller
xnfri,ban,DFM,T1,1.0,5.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Omen,Controller
Suggest,Carpe,DFM,T1,1.0,1.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Killjoy,Sentinel
Seoldam,Carpe,DFM,T1,4.0,3.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Jett,Duelist
Anthem,Carpe,DFM,T1,3.0,3.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Skye,Initiator
takej,Carpe,DFM,T1,2.0,2.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Viper,Controller
xnfri,Carpe,DFM,T1,4.0,2.0,League Play: Week 6,184482.0,Lotus,119587.0,22.0,No,lose,Omen,Controller
Sayaplayer,Suggest,T1,DFM,2.0,4.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Raze,Duelist
Munchkin,Suggest,T1,DFM,3.0,3.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Skye,Initiator
ban,Suggest,T1,DFM,6.0,7.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Jett,Duelist
Carpe,Suggest,T1,DFM,1.0,2.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Astra,Controller
Sayaplayer,Seoldam,T1,DFM,2.0,2.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Raze,Duelist
Munchkin,Seoldam,T1,DFM,4.0,2.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Skye,Initiator
xeta,Seoldam,T1,DFM,4.0,4.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Viper,Controller
ban,Seoldam,T1,DFM,5.0,4.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Jett,Duelist
Carpe,Seoldam,T1,DFM,2.0,3.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Astra,Controller
Sayaplayer,Anthem,T1,DFM,3.0,4.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Raze,Duelist
Munchkin,Anthem,T1,DFM,3.0,3.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Skye,Initiator
xeta,Anthem,T1,DFM,1.0,4.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Viper,Controller
ban,Anthem,T1,DFM,3.0,2.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Jett,Duelist
Carpe,Anthem,T1,DFM,3.0,4.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Astra,Controller
Sayaplayer,takej,T1,DFM,1.0,2.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Raze,Duelist
Munchkin,takej,T1,DFM,3.0,2.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Skye,Initiator
xeta,takej,T1,DFM,5.0,3.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Viper,Controller
ban,takej,T1,DFM,1.0,5.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Jett,Duelist
Carpe,takej,T1,DFM,1.0,5.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Astra,Controller
Sayaplayer,xnfri,T1,DFM,2.0,4.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Raze,Duelist
Munchkin,xnfri,T1,DFM,5.0,2.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Skye,Initiator
xeta,xnfri,T1,DFM,2.0,1.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Viper,Controller
ban,xnfri,T1,DFM,4.0,6.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,lose,Jett,Duelist
Suggest,Sayaplayer,DFM,T1,4.0,2.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Sage,Sentinel
Seoldam,Sayaplayer,DFM,T1,2.0,2.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Jett,Duelist
Anthem,Sayaplayer,DFM,T1,4.0,3.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Cypher,Sentinel
takej,Sayaplayer,DFM,T1,2.0,1.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Omen,Controller
xnfri,Sayaplayer,DFM,T1,4.0,2.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Skye,Initiator
Suggest,Munchkin,DFM,T1,3.0,3.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Sage,Sentinel
Seoldam,Munchkin,DFM,T1,2.0,4.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Jett,Duelist
Anthem,Munchkin,DFM,T1,3.0,3.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Cypher,Sentinel
takej,Munchkin,DFM,T1,2.0,3.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Omen,Controller
xnfri,Munchkin,DFM,T1,2.0,5.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Skye,Initiator
Seoldam,xeta,DFM,T1,4.0,4.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Jett,Duelist
Anthem,xeta,DFM,T1,4.0,1.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Cypher,Sentinel
takej,xeta,DFM,T1,3.0,5.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Omen,Controller
xnfri,xeta,DFM,T1,1.0,2.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Skye,Initiator
Suggest,ban,DFM,T1,7.0,6.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Sage,Sentinel
Seoldam,ban,DFM,T1,4.0,5.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Jett,Duelist
Anthem,ban,DFM,T1,2.0,3.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Cypher,Sentinel
takej,ban,DFM,T1,5.0,1.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Omen,Controller
xnfri,ban,DFM,T1,6.0,4.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Skye,Initiator
Suggest,Carpe,DFM,T1,2.0,1.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Sage,Sentinel
Seoldam,Carpe,DFM,T1,3.0,2.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Jett,Duelist
Anthem,Carpe,DFM,T1,4.0,3.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Cypher,Sentinel
takej,Carpe,DFM,T1,5.0,1.0,League Play: Week 6,184482.0,Split,119588.0,22.0,No,win,Omen,Controller
Sayaplayer,Suggest,T1,DFM,7.0,6.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Raze,Duelist
Munchkin,Suggest,T1,DFM,1.0,1.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Killjoy,Sentinel
xeta,Suggest,T1,DFM,2.0,1.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Breach,Initiator
ban,Suggest,T1,DFM,4.0,1.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Jett,Duelist
Carpe,Suggest,T1,DFM,2.0,2.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Brimstone,Controller
Sayaplayer,Seoldam,T1,DFM,3.0,2.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Raze,Duelist
Munchkin,Seoldam,T1,DFM,2.0,8.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Killjoy,Sentinel
xeta,Seoldam,T1,DFM,3.0,1.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Breach,Initiator
ban,Seoldam,T1,DFM,7.0,1.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Jett,Duelist
Carpe,Seoldam,T1,DFM,1.0,1.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Brimstone,Controller
Sayaplayer,Anthem,T1,DFM,4.0,5.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Raze,Duelist
Munchkin,Anthem,T1,DFM,2.0,3.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Killjoy,Sentinel
xeta,Anthem,T1,DFM,2.0,1.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Breach,Initiator
ban,Anthem,T1,DFM,3.0,3.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Jett,Duelist
Carpe,Anthem,T1,DFM,4.0,2.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Brimstone,Controller
Sayaplayer,takej,T1,DFM,7.0,5.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Raze,Duelist
Munchkin,takej,T1,DFM,2.0,2.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Killjoy,Sentinel
xeta,takej,T1,DFM,2.0,3.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Breach,Initiator
ban,takej,T1,DFM,1.0,3.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Jett,Duelist
Carpe,takej,T1,DFM,4.0,6.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Brimstone,Controller
Sayaplayer,xnfri,T1,DFM,2.0,4.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Raze,Duelist
Munchkin,xnfri,T1,DFM,3.0,5.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Killjoy,Sentinel
xeta,xnfri,T1,DFM,2.0,1.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Breach,Initiator
ban,xnfri,T1,DFM,7.0,2.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Jett,Duelist
Carpe,xnfri,T1,DFM,2.0,1.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,win,Brimstone,Controller
Suggest,Sayaplayer,DFM,T1,6.0,7.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Killjoy,Sentinel
Seoldam,Sayaplayer,DFM,T1,2.0,3.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Jett,Duelist
Anthem,Sayaplayer,DFM,T1,5.0,4.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Skye,Initiator
takej,Sayaplayer,DFM,T1,5.0,7.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Viper,Controller
xnfri,Sayaplayer,DFM,T1,4.0,2.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Brimstone,Controller
Suggest,Munchkin,DFM,T1,1.0,1.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Killjoy,Sentinel
Seoldam,Munchkin,DFM,T1,8.0,2.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Jett,Duelist
Anthem,Munchkin,DFM,T1,3.0,2.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Skye,Initiator
takej,Munchkin,DFM,T1,2.0,2.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Viper,Controller
xnfri,Munchkin,DFM,T1,5.0,3.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Brimstone,Controller
Suggest,xeta,DFM,T1,1.0,2.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Killjoy,Sentinel
Seoldam,xeta,DFM,T1,1.0,3.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Jett,Duelist
Anthem,xeta,DFM,T1,1.0,2.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Skye,Initiator
takej,xeta,DFM,T1,3.0,2.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Viper,Controller
xnfri,xeta,DFM,T1,1.0,2.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Brimstone,Controller
Suggest,ban,DFM,T1,1.0,4.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Killjoy,Sentinel
Seoldam,ban,DFM,T1,1.0,7.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Jett,Duelist
Anthem,ban,DFM,T1,3.0,3.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Skye,Initiator
takej,ban,DFM,T1,3.0,1.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Viper,Controller
xnfri,ban,DFM,T1,2.0,7.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Brimstone,Controller
Suggest,Carpe,DFM,T1,2.0,2.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Killjoy,Sentinel
Seoldam,Carpe,DFM,T1,1.0,1.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Jett,Duelist
Anthem,Carpe,DFM,T1,2.0,4.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Skye,Initiator
takej,Carpe,DFM,T1,6.0,4.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Viper,Controller
xnfri,Carpe,DFM,T1,1.0,2.0,League Play: Week 6,184482.0,Fracture,119589.0,23.0,No,lose,Brimstone,Controller
Dep,DubsteP,ZETA,TS,4.0,5.0,League Play: Week 6,184483.0,Split,119590.0,22.0,No,win,Raze,Duelist
TENNN,DubsteP,ZETA,TS,2.0,4.0,League Play: Week 6,184483.0,Split,119590.0,22.0,No,win,Viper,Controller
Laz,DubsteP,ZETA,TS,6.0,2.0,League Play: Week 6,184483.0,Split,119590.0,22.0,No,win,Skye,Initiator
crow,DubsteP,ZETA,TS,2.0,2.0,League Play: Week 6,184483.0,Split,119590.0,22.0,No,win,Kayo,Initiator
SugarZ3ro,DubsteP,ZETA,TS,4.0,4.0,League Play: Week 6,184483.0,Split,119590.0,22.0,No,win,Astra,Controller
Dep,Jremy,ZETA,TS,3.0,5.0,League Play: Week 6,184483.0,Split,119590.0,22.0,No,win,Raze,Duelist
